,id,brand,name,lat,lng,vicinity
91,ChIJ52NXt7rJlzMRp1sMNenvRA4,Starbucks,Starbucks Arcovia Parade,14.5784035,121.0754162,"Arcovia Parade, C-5, Pasig"
92,ChIJK0TIPP23lzMR4BYWrWJ3u9Y,Starbucks,Starbucks,14.6001508,121.0692343,"Temple Dr, Quezon City"
93,ChIJNcUvyBHIlzMR11vU8Lyl8YQ,Starbucks,Starbucks,14.5846769,121.0666732,"Ortigas Home Depot, Doña Julia Vargas Avenue, corner Meralco Ave, Ortigas Town Center, Pasig"
94,ChIJ83np5BjIlzMRZIIHgixxgfo,Starbucks,Starbucks,14.587706,121.0641898,"Metrowalk Mall, Meralco Ave, Pasig"
95,ChIJ8WAICBTIlzMRfH-c2un5qrM,Starbucks,Starbucks,14.5826,121.062125,"Exchange Rd, San Antonio, Pasig"
96,ChIJi1b3SxHIlzMRxGpxiQ0KY9M,Starbucks,Starbucks Coffee,14.5841848,121.0624876,"Doña Julia Vargas Ave, Ortigas Center, Pasig"
98,ChIJO_XKuhDIlzMR0Bq-Wt_lXsE,Starbucks,Starbucks Reserve,14.5878074,121.0629993,"Sapphire Bloc Phase 1, Ortigas Center, Sapphire Road, Pasig"
99,ChIJ28jLABnIlzMRRV2dNRKubeM,Starbucks,Starbucks,14.5911984,121.0594974,"Ortigas Ave, Ortigas Center, Quezon City"
100,ChIJWUMD0xrIlzMRzTdZlXf6-so,Starbucks,Starbucks,14.5897173,121.0677685,"100 Ortigas Ave, Pasig"
101,ChIJAVfH5hTIlzMRGT5XqQQXWuk,Starbucks,Starbucks,14.5801589,121.0598158,"Ground Floor, Pearl Plaza, Pearl Drive, Ortigas Center, Pasig City"
102,ChIJuUcqYhbIlzMRQofHKl1mRPI,Starbucks,Starbucks Reserve The Podium,14.5846899,121.0591657,"Ortigas Center, Pasig"
103,ChIJ0QfAb7-3lzMRVxHupJS_lJI,Starbucks,Starbucks - Cubao Araneta Colliseum,14.6208558,121.0537365,"General Roxas Ave, Cubao, Quezon City"
105,ChIJYU6Ctj_IlzMR7TavnJf7pfo,Starbucks,Starbucks,14.5815406,121.0549564,"Level 1 Interior Avenue Shangrila Plaza EDSA corner, Shaw Blvd, Mandaluyong"
106,ChIJsapV2RjIlzMRgstPCxe2jPU,Starbucks,Starbucks,14.5920319,121.0590506,"Ortigas Ave, Ortigas Center, Quezon City"
107,ChIJ3SyCsH63lzMRqMKiFXOX7Ck,Starbucks,Starbucks,14.6365571,121.0740989,"Katipunan Ave, Quezon City"
108,ChIJXULX8ny3lzMRplviWmmwleE,Starbucks,Starbucks,14.646504,121.075113,"Petron Gas Station , Katipunan Avenue, Pansol , 1108 Quezon City , Metro Manila"
110,ChIJqSI9XKu3lzMRXrqg3PMJdIc,Starbucks,Starbucks,14.6390921,121.0342583,"Scout Albano Street, Diliman, Quezon City"
111,ChIJ-avq4_e3lzMROLcFWFDcMO4,Starbucks,Starbucks,14.6102847,121.0800989,"24 Eastwood Ave, Bagumbayan, Quezon City"
112,ChIJKajNfNi3lzMRh1q92aeLXvU,Starbucks,Starbucks,14.6015401,121.0476104,"104 Ortigas Ave, San Juan"
113,ChIJI_iQ3N63lzMRVLx8PbcWzHA,Starbucks,Starbucks,14.6026669,121.050678,"Theater Mall - Greenhills Shopping Center, Ortigas Ave, San Juan"
115,ChIJW9X-udi3lzMRdG72A2ysfN8,Starbucks,Starbucks,14.6020506,121.0492387,"G/F FB-2, Shoppesville Arcade, Greenhills Mall, San Juan"
116,ChIJa6C03d63lzMRsrl5qUluFQk,Starbucks,Starbucks - Promenade Place,14.6029379,121.0516847,"Promenade Greenhills, Missouri St, San Juan"
118,ChIJk3pERGO3lzMR3QX9U-0gwPg,Starbucks,Starbucks,14.6508275,121.0749642,"U.P. Town Center, Katipunan Ave, Diliman, Quezon City"
120,ChIJ2epSgB24lzMRIcH7wawVEUY,Tim Hortons,Tim Hortons,14.6078343,121.0803207,"1110 Eastwood Ave, Bagumbayan, Quezon City"
122,ChIJJxrBu_C3lzMRKTnMxKO5jO0,Tim Hortons,Tim Hortons,14.6015852,121.0510369,"Greenhills Shopping Center, San Juan"
123,ChIJf7Ncor-3lzMROMnQow5UocM,Tim Hortons,Tim Hortons,14.622038,121.0540695,"New Frontier Theater, General Roxas Ave, Cubao, Quezon City"
125,ChIJg4aOUCfKlzMRxHtl4LxMw34,Tim Hortons,Tim Hortons,14.5835082,120.9870987,"1007 United Nations Ave, Ermita, Manila"
126,ChIJRz67F023lzMR2bS3n0qcgI0,Tim Hortons,Tim Hortons,14.6490355,121.0284553,"95a West Ave, Project 7, Quezon City"
127,ChIJm3i_EXHJlzMRQ8wC2iMVUuo,Tim Hortons,Tim Hortons,14.5997166,120.9914931,"Centro Escolar University, Ground Floor, #9 Mendiola St, San Miguel, Manila"
128,ChIJq0Tp-261lzMRRvhtv-Ip1-M,Tim Hortons,Tim Hortons,14.6191601,120.9854482,"Ground Floor SM City San Lazaro, Brgy. 350, Santa Cruz, Manila"
129,ChIJd2MCjMq3lzMRY0CRo4mHOAQ,Tim Hortons,Tim Hortons,14.665843,121.005999,"Sm fairview Unit AX3 125-127 Quirino Hway, Corner Regalado Hwy, Quezon City"
130,ChIJm53mUv-5lzMRpcY26hwj_78,Tim Hortons,Tim Hortons,14.6778382,121.0859442,"Ever Commonwealth Parking Grounds, Don Antonio Dr, Quezon City"
131,ChIJg2d2Qr-xlzMREr8VstPuTYo,Tim Hortons,Tim Hortons,14.7221211,121.0256651,"SM Fairview, Novaliches, Quezon City"
132,ChIJu6MWgAK4lzMRVXHxaIqME7g,Coffee Project,Coffee Project,14.6040795,121.079593,"Bagumbayan, Quezon City"
133,ChIJDxEk0D7IlzMRY4ooDihnNVE,Coffee Project,Coffee Project,14.5830154,121.0513381,"632 Shaw Blvd, Mandaluyong"
134,ChIJ19oKN663lzMRzgdc-cDGUcc,Coffee Project,Coffee Project,14.6339704,121.0414866,"Symphony Tower 2 4 Sgt E A, Sgt. Esguerra Ave, Diliman, Quezon City"
135,ChIJAWGsWB3JlzMRheclw3uk5Tw,Coffee Project,The Coffee Project,14.587958,121.045533,"515 Shaw Blvd, Pleasant Hills, Mandaluyong"
136,ChIJoZqnday3lzMR9WJ8w09DCn0,Coffee Project,Coffee Project,14.6384503,121.0377436,"32 Eugenio Lopez Dr, Diliman, Quezon City"
137,ChIJdVyPW3DJlzMRjD-FnkmS6K0,Coffee Project,Coffee Project,14.6061296,120.9891003,"1204 España Blvd, Sampaloc, Manila"
138,ChIJk0P2guq3lzMRxS06mrGoolw,Coffee Project,Coffee Project,14.6183139,121.0566844,"2nd flr. Spark Place bldg. P. Tuazon Blvd, 10th Ave, Cubao, Lungsod Quezon"
139,ChIJJ_eEVZG3lzMRXYNjnp1rTRI,Coffee Project,Coffee Project,14.638218,121.0741998,"Vista Katipunan, Katipunan Ave, Quezon City"
140,ChIJMeqgtlbJlzMR4wETI7pJupA,Coffee Project,Coffee Project Vista Heights,14.5974935,120.9897022,"526 Legarda St, Quiapo, Manila"
141,ChIJ64KyyUbJlzMR7cUfVmaXvf0,Coffee Project,Coffee Project,14.5830419,121.0542824,"501 Epifanio de los Santos Ave, Mandaluyong"
142,ChIJf_WryS-3lzMRHXFASKtyPng,Coffee Project,Coffee Project,14.6760413,121.0437003,Quezon City
143,ChIJNcjJeZm3lzMR6Xg1yO47Cxc,Coffee Project,Cafe Amazon - Project 4 QC,14.6282554,121.0698475,"J.P. Rizal Street, Project 4, Lungsod Quezon"
144,ChIJIRIk00m3lzMRUlEwAJrP5d4,Coffee Project,Milk Tea Project,14.6161226,121.0613057,"68, 1109, 1109 15th Ave, Cubao, Quezon City"
1,ChIJFRgS0iPRrjMRZRh6OGvUZB8,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,10.6764132,122.9504034,"Gatuslao St, Bacolod"
2,ChIJy6GDKRnRrjMRe3jNO0xyysA,Coffee Bean and Tea Leaf,UCC Clockwork,10.6771877,122.953107,"PNB Park, 10th St, Bacolod"
3,ChIJVVVVKU3QrjMRJuY3YMnNIGc,Coffee Bean and Tea Leaf,Serenitea,10.6702289,122.9437461,"SM City Bacolod - South Wing, Bacolod"
4,ChIJIxQTTqnRrjMR3KF-i36aDvc,Coffee Bean and Tea Leaf,BHF Gemline Bacolod,10.6774769,122.9498823,"2nd Floor, Unit 2021, Ayala Malls Capitol Central, Gatuslao St, Bacolod"
5,ChIJd8HfdAjRrjMR5sRxcPU3SOc,Starbucks,Starbucks,10.6817051,122.9552158,"18th St, lacson, Bacolod"
6,ChIJy6RaV63RrjMRMl0EOzl2qjw,Starbucks,Starbucks,10.6716588,122.9439049,"SM City Bacolod North Wing, Bacolod"
7,ChIJkX6ArcXRrjMRt-NC26HlSYE,Starbucks,Starbucks,10.6765075,122.950341,"6100 Gatuslao St, Bacolod"
9,ChIJBYFUn7LRrjMRdr7h8wwnHAI,Coffee Bean and Tea Leaf,Fresh Start Organic & Natural Cafe,10.6712424,122.944656,"SM City Bacolod Northwing, Bacolod"
10,ChIJVXjtpLLRrjMRHm2uWSz7LRs,Starbucks,Seattle's Best Coffee,10.6722111,122.9442913,"Rizal St, Bacolod"
1,ChIJP8e0dBDJlzMRtTvGk7JNnkE,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5594444,121.0161111,"Ayala Ave, Legazpi Village, Makati"
2,ChIJnTrXRBDJlzMRpMz0oaHPClk,Coffee Bean and Tea Leaf,Coffee Bean and Tea Leaf,14.5524307,121.020808,"Greenbelt. Beside ""Mesa, 5 Esperanza St, Makati"
3,ChIJM1BpAhvJlzMRYTEw5-34Gjo,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5506662,121.0248113,"Palm Dr, Makati"
4,ChIJRfA_WQ7JlzMRReO-_zBA3s0,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5558409,121.0180663,"The Frabella 1, 109 Rada, Legazpi Village, Makati"
5,ChIJLQQmAQjJlzMRkp10nIB-K7o,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5631111,121.0219041,"SM Jazz Mall, Metropolitan Ave, Makati"
6,ChIJrVyi8CrKlzMR_-K7gLuXlxk,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5709007,120.98553,"Malate Pensionne, 1771 M. Adriatico St, Malate, Manila"
9,ChIJmY62NQbJlzMRSKzKpKG7gM0,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5604601,121.0236198,"Four Season Building, Tordesillas Corner Toledo Street Salcedo Village, Salcedo Village, Makati"
10,ChIJNRNhRn_JlzMRnB3plQlr04w,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5665813,120.9925269,"One Archers Place, Ground Floor, Taft Ave, Malate, Manila"
11,ChIJUXMPvwXJlzMRpOc1c9ITJnE,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.556448,121.023687,"Stall 5, Ayala Triangle Gardens, Ayala Ave Cor. Paseo De Roxas, Salcedo Village, Makati"
12,ChIJZ4VchvvLlzMRRQjwuwM8EKE,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5350297,120.9799084,"SM Mall of Asia, 1300 Seaside Blvd, Pasay"
14,ChIJKa7s7f7LlzMRJ7WtVStF9-k,Coffee Bean and Tea Leaf,Coffee Bean & Tea Leaf,14.5311579,120.9837879,"GF MAAX Building, Coral Way MOA Complex Pasay Metro Manila, Coral Way, Pasay"
15,ChIJy9MYmeTLlzMR7R6pDTPWsUA,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5394987,120.9813579,"Two E-com Center, Prism Plaza, Harbor Dr, Pasay"
16,ChIJJZByLtrNlzMRqL9TG9eFoh8,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.4741606,120.9813189,"Villar Sipag Cmpd, Carlos P. Garcia Ave Ext, Las Pinas"
17,ChIJByR9dwHMlzMRlIcTkC6mmcs,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf - Solaire,14.5238355,120.9807621,"Unit 78, Ground Level, Solaire Resort & Casino, Aseana Ave, Parañaque"
18,ChIJPz1YgfnNlzMRXKAxSt-6L54,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.4503324,120.9787175,"Star Mall, CV Starr Ave, Las Piñas"
19,ChIJdQurkefRlzMRbxEPzy2K7K4,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.4321773,121.0099728,"Almanza Uno, Las Pinas"
20,ChIJ3R5JcA_JlzMRo3ame8lRFas,Coffee Bean and Tea Leaf,The Coffee Bean Tea And Leaf,14.5561895,121.0211787,"The Enterprise Center Tower 1, Paseo de Roxas, Legazpi Village, Makati"
21,ChIJbU1OUlvTlzMRryD0VxSoWmY,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.4275166,120.9645976,"Ground floor, Main Square Mall, Molino Boulevard, Bacoor"
22,ChIJAT5ess3OlzMRZToa3tqHc1s,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5187984,121.0201246,"Newport Blvd, Pasay"
24,ChIJayfhTQTJlzMRyz7qc8LSKYM,Coffee Bean and Tea Leaf,The Coffee Bean And Tea Leaf - Venue Events Mall,14.5557597,121.025249,"Makati Avenue, Makati"
25,ChIJER4QfqnJlzMRdTzX74D8jIM,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5661277,121.0276883,"Century City Mall, Kalayaan Ave, Makati"
26,ChIJFymVHrjJlzMRsLDyd60in08,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf,14.5288893,120.9898156,"Diosdado Macapagal Blvd, Parañaque"
27,ChIJXWekPv_JlzMRNpi7IrGLc74,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf - Double Dragon Plaza,14.5360413,120.989446,"Ground Level, Double Dragon Plaza, Pasay"
28,ChIJ-ySNHFzJlzMRvqXinLBo5h4,Coffee Bean and Tea Leaf,Coffee Bean & Tea Leaf W Mall,14.5321188,120.9891483,"19 Coral Way, Pasay"
29,ChIJIyuLdCe2lzMR1JVO5sT6lvg,Coffee Bean and Tea Leaf,Coffee Bean & Tea Leaf,14.6062598,121.018906,"Mezza Residences Blvd Blvd Lungsod Quezon, 29 Aurora Blvd, Quezon City"
30,ChIJn69miQHOlzMReeYOIXQE65k,Coffee Bean and Tea Leaf,Coffee Bean and Tea Leaf SM Southmall,14.4450292,120.9931192,"Alabang–Zapote Road, Las Pinas"
31,ChIJg2FajJjRlzMRhAWhVmyg9qE,Coffee Bean and Tea Leaf,The Coffee Bean & Tea Leaf SM Southmall,14.4328359,121.0102148,"SM Southmall, Almanza Uno, Las Pinas"
32,ChIJhT7Vbw_JlzMRm5bomYJ1l_I,Starbucks,Starbucks,14.557682,121.023273,"Ground Floor, Philcom Building, Paseo de Roxas, Makati"
33,ChIJ6Z9dOhvJlzMRdDdgPJpJHBY,Starbucks,Starbucks 2nd Level Glorietta 4,14.5524556,121.026885,"2nd Floor, Glorietta 4, Ayala Center, Makati, 1224"
34,ChIJcfujHhDJlzMR8YoDuiP29fw,Starbucks,Starbucks,14.5536324,121.0197338,"Greenbelt Mall, Paseo de Roxas, Legazpi Village, Makati"
35,ChIJBZC92wjJlzMRMhuGn93DUf8,Starbucks,Starbucks,14.5556958,121.016347,"Unit #101,Ground Floor, Cristina Condominium, V.A. Rufino St, Makati"
36,ChIJreGP2wjJlzMRLv5r1RCupHk,Starbucks,Starbucks,14.5593806,121.0197369,"Salcedo Village, G/F Easton Place, V.A. Rufino Street, corner Valero, Makati"
37,ChIJX7Ph7g7JlzMR33bntJ6sblA,Starbucks,Starbucks,14.556942,121.018272,"Unit 101, Plaza 100, 100 V.A. Rufino St, Legaspi Village, Makati"
38,ChIJdeh1uAvJlzMRR9X24EHuDZo,Starbucks,Starbucks,14.5609142,121.0150963,"G/F Teleperformance Center Ayala, Ayala Avenue, corner, Sen. Gil J. Puyat Ave, Legazpi Village, Makati"
39,ChIJg5VHDfvLlzMRL5LnUW7cBaU,Starbucks,Starbucks MOA Entertainment Mall,14.5362865,120.980735,"Ground Floor, Entertainment Mall, SM Mall Of Asia, Ocean Dr, Pasay"
40,ChIJQ27xzQHJlzMR2FE0EYMsJpc,Starbucks,Starbucks,14.5521623,121.0219785,"Ground Floor, Greenbelt 3 Level 1, Esperanza St, Makati"
41,ChIJJZrGm8zOlzMR5-7hKBcpT4c,Starbucks,Starbucks,14.5210047,121.0167547,"GF Belmont Hotel, 183, 1309, Pasay"
42,ChIJa9-yU_vLlzMRpQUidvpF3Rc,Starbucks,Starbucks,14.538021,120.9809954,"One E-com Center, Harbor Drive, Pasay, NCR, One E-com Center, SM Mall of Asia Complex Harbor Dr, Pasay"
43,ChIJqcplPxvJlzMRCOVsNy_4iaU,Starbucks,Starbucks,14.551467,121.0255278,"Ground Floor, Glorietta 4, Courtyard Dr, Ayala Center, Makati"
44,ChIJAQAAAKnOlzMRQ1C91SVkDnA,Starbucks,Starbucks,14.5280908,120.9897511,"9 Diosdado Macapagal Blvd, Brgy. Baclaran, Parañaque"
45,ChIJkZbgKQrJlzMR2ZETqCMHagA,Starbucks,Starbucks,14.5617761,121.0166292,"Tower 3 Ayala The Column 6821 Ayala Avenue, Cor Sen. Gil J. Puyat Ave, Makati"
46,ChIJjYqGfAnJlzMRlYJrK_-58q0,Starbucks,Starbucks,14.56069,121.016706,"Senator Gil Puyat Avenue, Makati"
47,ChIJAT5ess3OlzMRv8A80PV3tOA,Starbucks,Starbucks,14.5184729,121.0198673,"L1,200, Newport Mall, Newport Blvd, Pasay"
48,ChIJWVdlQX_JlzMRWydhkRS7XFQ,Starbucks,Starbucks,14.5666479,120.9922586,"Fidel A.Reyes, Malate, Manila"
49,ChIJezYNly_KlzMRnvbehkL1K7w,Starbucks,Starbucks,14.5802927,120.9810257,"669 United Nations Ave, Ermita, Manila"
50,ChIJk0OTXXnJlzMRLceAdYUBrnU,Starbucks,Starbucks,14.5626623,120.9948911,"Taft Ave cor Ocampo Street Upper Ground Floor, Malate, Manila"
51,ChIJ_Quq9i_JlzMRVWOIDjnxlgg,Starbucks,Starbucks,14.5512503,121.0133926,"Walter Mart, Walter Mart,, 780 Chino Roces Avenue Corner Arnaiz Avenue, Makati"
52,ChIJ3_vG2wjJlzMRvMMVB6l1Dco,Starbucks,Starbucks,14.5614861,121.0215897,"World Centre Building HV Dela Costa, Salcedo, Makati"
53,ChIJfbaJEwbJlzMR5W4aL_N96tE,Starbucks,Starbucks,14.5587812,121.0231744,"Ground Floor, Pearl Bank Center, Valero, Makati"
54,ChIJxZSsqD3JlzMRV8c9bqgidOY,Starbucks,Starbucks,14.5412514,121.0191321,"G07 and G08 Alphaland Southgate Mall EDSA corner, Chino Roces Ave, Makati"
55,ChIJhT7Vbw_JlzMRX8DpoV-R1W0,Starbucks,Starbucks,14.556295,121.021151,"Enterprise Center Level 3 Tower 2, 6766 Ayala Ave, corner Paseo de Roxas, Makati"
56,ChIJQQdEszvJlzMRgk8UuuZls0g,Starbucks,Starbucks,14.5359274,121.0187149,"Gateway Center, Paseo de Magallanes, San Gregorio Street, Magallanes Village, Makati"
57,ChIJMdlKqgjJlzMRZKXJlOWwvvc,Starbucks,Starbucks Reserve,14.558336,121.0216955,Makati
58,ChIJjSdk-wfJlzMRwac_p0Oc7fk,Starbucks,Starbucks,14.562668,121.022431,"Ground Floor, GS Yupangco Building, Nicanor Garcia, Makati"
59,ChIJpflnowbJlzMReqsWeQaE8tM,Starbucks,Starbucks,14.5579874,121.0266586,"Zuellig Building, Paseo de Roxas, Makati"
60,ChIJ8xtMYfzLlzMREUS_K4EoWpw,Starbucks,Starbucks MOA Main Mall,14.5354549,120.9827031,"Main Mall, 76 J.W. Diokno Blvd, Pasay"
61,ChIJ1eZn6RXJlzMR-WJ0hLZpMfU,Starbucks,Starbucks,14.5584069,120.9879818,"1702, 1305 Roxas Blvd, Pasay"
62,ChIJt_bp1rrJlzMRdCTFINimVF8,Starbucks,Starbucks,14.5744223,121.01944,"Lower Ground Floor, Circuit Lane, Theater Dr, Makati"
63,ChIJs0kWYwbJlzMRLjKlMkDD13o,Starbucks,Starbucks China Bank Bldg-Villar,14.5581392,121.0249302,"CBC Building, Valero St. Cor. Villar St., Salcedo Village, Makati"
64,ChIJm-HbIHnJlzMRJpOMx9hrtSI,Starbucks,Starbucks,14.5642368,120.9946213,"Unit D, D'Student's Place, Ground Floor, Taft Ave, Malate, Manila"
65,ChIJs0tA9yrKlzMRbgUHudzNCXc,Starbucks,Starbucks,14.5750644,120.9841127,"1436 Pedro Gil St, Malate, Manila"
66,ChIJe2_4EGXJlzMRUXM51kBS5sE,Starbucks,Starbucks,14.5549713,121.0232517,"6754, 1229 Ayala Ave, Legazpi Village, Makati"
67,ChIJG6ftAkXJlzMR7BmZCY5ZSvI,Starbucks,Starbucks,14.5377512,121.0013809,"196 (Em) SM Mall of Asia, Bay Blvd. Brgy. 76, Pasay"
68,ChIJxQ4hDQzJlzMRHds6w8XAaNs,Starbucks,Starbucks Reserve,14.558637,121.014951,"Keyland Centre 143 Dela Rosa St. Cor. Adelaniado St. 1229, Legazpi Village, Makati"
69,ChIJZctR_STJlzMRu3axGgGKCqo,Starbucks,Starbucks Reserve,14.5603674,121.0260781,"102, 1227 H.V. Dela Costa, Makati"
70,ChIJxyWwGFjJlzMRhIE8zLSF8sc,Starbucks,Starbucks,14.5372336,120.989153,"107 Diosdado Macapagal Blvd, Pasay"
71,ChIJIcbgffnLlzMR4idsVRMNTQ8,Starbucks,Starbucks,14.5334337,120.9792978,Pasay
72,ChIJI2gZmtjJlzMRyK2XISWFStM,Starbucks,Starbucks,14.6047222,121.0180556,"Main Entrance Mall, Sm Sta Mesa, Ramon Magsaysay Cor Araneta Ave, Quezon City"
73,ChIJJ016zT_LlzMRPmvvYpHHqNg,Starbucks,Starbucks,14.6036787,120.9876321,"866-870, G/F Merriam Webster Bookstore Morayta, Nicanor Reyes St, 395, Manila"
74,ChIJofHDkNfLlzMRj5yY-d2hcns,Starbucks,Starbucks,14.5588985,120.9839707,"CCP Complex Ground Floor Harbour Square, 1004 Pedro Bukaneg St, Malate, Manila"
75,ChIJTWhsj_7LlzMR_eTAMeGEIdE,Starbucks,Starbucks | Mall of Asia Arena,14.5315586,120.9838693,"G/F Mall of Asia Arena, J.W. Diokno Blvd, Pasay"
76,ChIJ67IumC_KlzMRcc-ywEs-0Pg,Starbucks,Starbucks,14.5788576,120.9783338,"41, 118, 1045 Roxas Blvd, Manila"
77,ChIJaz10U_fJlzMRWlmotMZQc38,Starbucks,Starbucks,14.597865,120.9931431,"La Consolacion College, 8 Mendiola St, San Miguel, Manila"
78,ChIJ2byw6nPJlzMRjQLca3Q-7xQ,Starbucks,Starbucks,14.5591408,121.0062792,"Cash and Carry, Radial Road 3, Makati"
79,ChIJ32wIli_KlzMRlNn-F3ASZW8,Starbucks,Starbucks,14.5788581,120.9783365,"Bayview Park Hotel Manila, G/F, 118 Roxas Blvd, Ermita, Manila"
80,ChIJjTEJsg_KlzMRGTl3YA7o3Q4,Starbucks,Starbucks,14.6028244,120.9738338,"Reina Regente St, Binondo, Manila"
81,ChIJ_Z_Xdie2lzMRKYBf6c_pL6M,Starbucks,Starbucks,14.6060706,121.0186663,"Mezza Residences, Aurora Blvd, Manila"
82,ChIJ3TZOUR_KlzMR0AaKjVPBX-U,Starbucks,Starbucks,14.5901721,120.9822537,"SM City Manila, San Marcelino St, Ermita, Manila"
83,ChIJWViMKz3KlzMRrOGazaFFs-s,Starbucks,Starbucks,14.5885715,120.9758148,"Pandiman Building, G/F, General Luna St, Intramuros, Manila"
84,ChIJ-1p7eavOlzMRMmjJBP9Q58k,Starbucks,Starbucks,14.5238689,120.9928715,"Upper Ground Level, City of Dreams Manila, Aseana Ave. cor, Roxas Blvd, Parañaque"
85,ChIJYfK7HPnLlzMRbDApnPaMnKk,Starbucks,Starbucks Reserve | S'maison,14.5311506,120.9802049,"S'maison, Level 1, Seaside Blvd, cor Coral Way, Pasay"
86,ChIJ561d2ozJlzMRZ7J3lKTOdo0,Starbucks,Starbucks,14.5870799,120.995729,"Robinsons Otis, 1958 P. Guazon Street, 831 Paco, Manila"
87,ChIJpxXicBfKlzMRkDRuNJ-BPPA,Starbucks,Starbucks,14.5938908,120.9753259,"Muralla, Intramuros, Manila"
88,ChIJfS7TFvrNlzMRwzLdOTSVHvM,Starbucks,Starbucks Coffee,14.4424337,120.9982402,"Level 1, Robinsons Place, Alabang–Zapote Road, Las Pinas"
89,ChIJpzFcm3nSlzMREMzFQ-QG1oc,Starbucks,Starbucks,14.4450544,120.9517298,"GF, SM City Bacoor, Emilio Aguinaldo Hwy, Ilabay, Bacoor"
90,ChIJGds4C77OlzMRMXcZ1Rb9h2Y,Starbucks,Starbucks,14.5050854,121.0050256,"1705 Terminal 1 Departures Area, Parañaque"
91,ChIJn6CNoETJlzMRdf4IyvmcR1o,Starbucks,Starbucks Reserve,14.5616405,121.0138028,"Unit 121 - 122 G/F, Assembly Grounds at The Rise, 7248, 1203 Malugay, Makati"
92,ChIJrZxshXXJlzMRmN1iCtbIlYQ,Tim Hortons,Tim Hortons,14.5583065,121.0162193,"167, 1229 Legazpi Street, Legazpi Village, Makati"
93,ChIJnec1dgnJlzMReLyVUdsvmbQ,Tim Hortons,Tim Hortons,14.5613503,121.0173872,"Salcedo Village, One Central Building Sen. Gil Puyat Ave, Corner Geronimo St, Makati"
94,ChIJox4-LAXJlzMRUv-Jt33gjJc,Tim Hortons,Tim Hortons,14.5527599,121.024495,"West St, Ayala Center, Makati"
95,ChIJDYyoZizJlzMRRsZE_lZurZk,Tim Hortons,Tim Hortons,14.5571446,121.0211015,"Insular Life Building, 6760 Ayala Ave, Salcedo Village, Makati"
96,ChIJbeUAAWPJlzMRPfIvR9NpdHk,Tim Hortons,Tim Hortons,14.5600134,121.023737,"Salcedo Village, GF L'ermitage Bldg, #115 L.P. Leviste St, cor Toledo, Makati"
98,ChIJwffxUWDJlzMR52wiO10rNMQ,Tim Hortons,Tim Hortons,14.5586977,121.0187719,"6797, SLC Building, 1227 Ayala Ave, Makati"
99,ChIJ6RzB9mPJlzMRcEoaaUzpQpg,Tim Hortons,Tim Hortons,14.5624765,120.9953471,"R Square Mall, Taft Ave. cor. Pablo Ocampo St 5F-6F 5F, Malate, Manila, 1004"
100,ChIJ37KHO4TLlzMRlB_GfjfapF4,Tim Hortons,Tim Hortons,14.5403576,120.9815722,"Bayshore Ave, Pasay"
101,ChIJ3VSLravJlzMRL3iZhMyWqsI,Tim Hortons,Tim Hortons,14.5512614,121.0264921,"Ground Floor, Courtyard Dr, Glorietta 4, Makati"
102,ChIJO4o1q_XJlzMREPYSRdbaKmA,Tim Hortons,Tim Hortons,14.5422809,121.0182392,"Ground Floor, San Lorenzo Place Condominium, EDSA Corner, Chino Roces Ave, Makati"
103,ChIJS0fWL7PPlzMRUYb9jAdtK_0,Tim Hortons,Tim Hortons,14.5212502,120.9968478,"Ground Floor, Pearl Plaza, Quirino Ave, Parañaque"
104,ChIJ8aZR1VnJlzMR7WUxA-JhAfk,Tim Hortons,Tim Hortons,14.5370198,120.9907623,"Blue Bay Walk, M.Building, corner, Epifanio de los Santos Ave, Pasay"
105,ChIJTbW6upzJlzMR8h8cW8TVFXw,Tim Hortons,Tim Hortons,14.5725786,121.0192933,"Space No. C1 033 & L1 072, Ayala Malls Circuit, Hippodromo, Makati"
107,ChIJnzhr_K7PlzMRdehZ2hurW3U,Tim Hortons,Tim Hortons,14.4452092,121.0289171,"59 President's Ave, Parañaque"
